country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;income;mortgage;mobile_car_sport
France;12/22/1975;Unknown;Doctorate;Married; Male;37;26028;4135;true;Iphone, Ford, Non
Germany;1/10/1985;Public;Bachelors;Divorced; Male;25,5;6570;1329;false;iPhone, Others, Basketball
France;2/16/1971;Public;Bachelors;Never Married; Male;30;4942;1993;false;iPhone, Others, Non
France;9/19/1985;Private;Bachelors;Married; Male;25,5;7469;1776;false;iPhone, Others, Non
Germany;6/11/1980;Self Employed;Masters;Married; Male;23;3863;830;true;Iphone, Volkswagen, Non
Spain;10/5/1972;Public;Masters;Married; Female;20,5;20101;5613;true;iPhone, Others, Non
France;7/27/1973;Unknown;Masters;Never Married; Female;30,5;4328;1763;false;Samsung, Others, Tennis
Portugal;12/13/1980;Private;Bachelors;Divorced; Male;36;5216;1198;false;iPhone, Seat, Tennis
France;3/25/1978;Unknown;High School;Never Married; Male;25;21943;4742;false;Others, Others, Non
Spain;1/10/1980;Unknown;Bachelors;Married; Male;19;6841;1709;false;Others, Audi, Paddle
Germany;3/31/1989;Unknown;Bachelors;Married; Female;25,5;6035;1724;false;Iphone, Others, Paddle
France;7/26/1986;Self Employed;Bachelors;Married; Male;28;8513;716;true;iPhone, Others, Football
Spain;3/31/1983;Private;High School;Divorced; Female;26;7793;1222;true;Iphone, Volkswagen, Basketball
France;10/22/1984;Unknown;Doctorate;Married; Female;22,5;45984;2027;true;iPhone, Volkswagen, Non
Portugal;9/27/1983;Unknown;Bachelors;Married; Male;17;6399;1850;false;iPhone, Honda, Basketball
Portugal;6/30/1974;Public;Doctorate;Divorced; Male;25;21536;5391;true;Samsung, Others, Football
France;11/26/1979;Self Employed;High School;Married; Female;37,5;9669;1212;false;Samsung, Volkswagen, Non
Germany;3/13/1971;Unknown;Bachelors;Married; Male;36,5;3186;1906;true;Others, BMW, Football
Germany;8/27/1973;Public;Masters;Divorced; Female;14;6591;390;true;Samsung, Others, Non
Germany;12/3/1971;Public;High School;Separated; Female;17,5;24656;6839;true;iPhone, Seat, Tennis
Germany;3/23/1974;Unknown;Bachelors;Never Married; Female;29;7115;1827;false;Samsung, Others, Non
Portugal;7/15/1977;Public;Doctorate;Separated; Female;33;3091;689;true;Samsung, Ford, Non
France;6/6/1982;Private;Bachelors;Divorced; Male;27;4892;1526;false;iPhone, Others, Non
Portugal;9/10/1987;Private;High School;Divorced; Male;23;8511;1194;false;iPhone, Others, Non
Germany;4/26/1971;Public;Doctorate;Separated; Female;32;4814;1207;false;Samsung, BMW, Paddle
Portugal;7/19/1986;Unknown;High School;Separated; Male;26;8467;1004;true;Samsung, Honda, Basketball
Portugal;6/2/1980;Self Employed;Bachelors;Married; Female;24,5;3663;1399;true;Samsung, Ford, Non
France;3/28/1985;Private;Bachelors;Married; Female;36,5;34720;6428;true;iPhone, Ford, Non
France;2/1/1987;Public;Bachelors;Married; Male;24,5;21686;5672;false;iPhone, Others, Basketball
Spain;8/17/1973;Self Employed;Bachelors;Divorced; Male;27;9543;692;true;Iphone, Volkswagen, Non
Portugal;1/21/1980;Unknown;Bachelors;Married; Female;18,5;9591;1065;false;iPhone, Others, Tennis
Germany;2/17/1985;Public;Masters;Married; Female;37;5198;966;false;Samsung, Audi, Non
Italy;5/21/1989;Unknown;High School;Divorced; Male;35;7151;1814;false;Others, Others, Paddle
Germany;9/16/1971;Self Employed;Bachelors;Married; Male;28,5;3585;1410;false;iPhone, Volkswagen, Paddle
Germany;11/26/1988;Public;Doctorate;Married; Male;20,5;5350;1514;false;iPhone, Others, Basketball
Germany;2/22/1983;Self Employed;Bachelors;Married; Male;17,5;5368;1469;false;Samsung, Others, Non
Germany;7/22/1973;Public;Bachelors;Divorced; Male;39;85931;4137;true;iPhone, Others, Non
Portugal;11/6/1981;Self Employed;Bachelors;Divorced; Male;26,5;5212;999;true;iPhone, Others, Non
Spain;3/10/1976;Private;High School;Married; Male;9;3834;378;true;Iphone, Ford, Non
France;8/11/1978;Self Employed;High School;Married; Female;29,5;9507;1849;false;iPhone, Others, Basketball
Germany;6/27/1989;Public;High School;Married; Male;25,5;9940;1368;true;iPhone, Others, Football
Portugal;4/4/1976;Private;Bachelors;Divorced; Male;36;9419;631;false;Iphone, Seat, Non
Portugal;3/7/1984;Unknown;Bachelors;Married; Male;18;3550;1837;true;Iphone, Others, Basketball
Germany;10/7/1983;Unknown;Doctorate;Divorced; Male;29,5;7509;1214;false;iPhone, Honda, Tennis
Germany;8/22/1975;Self Employed;Bachelors;Married; Male;16,5;6864;889;false;Samsung, Ford, Football
Germany;4/26/1977;Public;High School;Never Married; Male;39,5;5522;1999;false;Others, Honda, Tennis
Germany;10/22/1985;Public;High School;Divorced; Female;31;7750;1771;false;Samsung, Seat, Non
Portugal;4/29/1977;Public;Bachelors;Married; Female;32,5;6896;857;false;iPhone, Honda, Non
Spain;2/2/1982;Public;Doctorate;Married; Female;30,5;3326;661;true;iPhone, Others, Non
France;5/20/1981;Private;Masters;Married; Male;34;17759;1885;false;Iphone, Audi, Football
France;11/16/1972;Self Employed;High School;Married; Male;10,5;4055;378;false;iPhone, Others, Tennis
Portugal;7/30/1976;Self Employed;Bachelors;Divorced; Male;22;4648;1404;true;iPhone, Ford, Tennis
Italy;9/10/1985;Private;Doctorate;Married; Female;37;7876;1782;false;iPhone, BMW, Non
Germany;3/9/1976;Public;High School;Married; Female;31,5;3539;1127;false;Samsung, Ford, Football
Portugal;6/21/1974;Private;Bachelors;Married; Male;25,5;20736;4642;false;Samsung, BMW, Tennis
Germany;10/31/1986;Unknown;Bachelors;Never Married; Male;23;23749;5230;false;iPhone, Others, Non
Spain;12/23/1989;Unknown;Bachelors;Separated; Male;34;4095;994;false;Samsung, Ford, Basketball
Spain;3/2/1981;Self Employed;Bachelors;Married; Male;34,5;9489;1569;false;iPhone, Others, Non
Germany;4/20/1978;Private;Bachelors;Married; Female;31;8800;871;true;iPhone, Volkswagen, Paddle
Spain;6/11/1990;Unknown;Masters;Married; Male;25,5;9356;739;true;Iphone, Seat, Non
France;10/10/1975;Self Employed;Bachelors;Divorced; Male;35;7639;1725;false;iPhone, Honda, Football
Spain;8/16/1986;Unknown;Bachelors;Married; Female;38,5;9130;1779;false;Samsung, Seat, Non
France;4/19/1975;Self Employed;Bachelors;Married; Male;20,5;8963;927;false;Others, Others, Paddle
Portugal;8/8/1978;Unknown;Bachelors;Married; Male;27;5653;862;true;iPhone, Ford, Non
Germany;1/29/1972;Public;Masters;Never Married; Female;30,5;7148;1408;true;iPhone, Ford, Tennis
Germany;1/23/1990;Self Employed;Bachelors;Never Married; Male;19,5;5332;1737;false;Others, Others, Football
Spain;11/11/1980;Self Employed;Bachelors;Separated; Male;28;8144;1776;true;Samsung, Audi, Paddle
Portugal;9/18/1984;Public;Masters;Married; Male;31,5;5431;1881;false;Iphone, Volkswagen, Football
Germany;2/27/1978;Private;Bachelors;Married; Male;29;9529;655;false;iPhone, Seat, Non
Germany;10/9/1982;Public;Bachelors;Married; Male;28;4366;1019;false;Iphone, Honda, Football
Germany;12/21/1985;Private;High School;Married; Male;38,5;6935;650;false;Samsung, Honda, Non
Italy;4/22/1985;Self Employed;Bachelors;Married; Male;16,5;5628;624;false;iPhone, Honda, Basketball
Portugal;6/26/1988;Private;Bachelors;Married; Male;33,5;5835;1677;false;Samsung, Others, Football
Spain;1/23/1973;Private;Bachelors;Divorced; Male;30;74543;4879;true;Samsung, BMW, Football
Portugal;1/25/1979;Public;Bachelors;Married; Female;25;6534;1436;true;Others, Ford, Tennis
Spain;9/18/1972;Private;Bachelors;Divorced; Male;37,5;9487;1999;false;Others, Others, Football
Spain;6/3/1986;Private;Masters;Divorced; Male;30;26259;6109;false;Samsung, Ford, Football
Germany;9/28/1970;Self Employed;Bachelors;Married; Male;7,5;6103;402;false;iPhone, Others, Paddle
Germany;1/6/1987;Self Employed;High School;Married; Male;35,5;92692;6443;false;iPhone, Others, Football
Spain;2/20/1989;Public;High School;Never Married; Male;19;29790;4979;false;Iphone, Others, Football
Germany;2/3/1979;Private;Bachelors;Divorced; Male;33,5;3168;1244;false;Samsung, Ford, Non
Germany;6/1/1973;Public;High School;Never Married; Male;23,5;5358;1190;false;iPhone, BMW, Non
France;5/14/1989;Self Employed;Masters;Married; Male;34;56544;6437;true;Others, Volkswagen, Tennis
Germany;1/29/1984;Public;Masters;Never Married; Male;27;6550;957;false;Iphone, Audi, Non
Spain;9/28/1976;Public;Masters;Married; Female;18;3633;689;false;Others, BMW, Non
Germany;12/30/1974;Private;Masters;Married; Male;38,5;23567;4687;false;Iphone, Audi, Basketball
Spain;10/24/1974;Self Employed;Bachelors;Married; Male;38,5;8838;539;false;iPhone, Honda, Football
Germany;7/9/1976;Public;Masters;Married; Male;25;5266;1313;false;iPhone, Others, Non
Germany;11/28/1989;Self Employed;Bachelors;Married; Male;37;13769;984;true;Others, Audi, Non
Spain;10/30/1979;Unknown;Doctorate;Divorced; Male;9,5;8161;332;false;Iphone, Honda, Football
Germany;6/18/1985;Public;Masters;Never Married; Female;28;4927;682;true;Others, Audi, Basketball
France;9/12/1986;Self Employed;Masters;Married; Female;37,5;3743;1997;false;Samsung, BMW, Tennis
Germany;1/26/1976;Private;Bachelors;Married; Male;27;16937;667;true;iPhone, Others, Non
Germany;10/19/1973;Unknown;Bachelors;Never Married; Female;38;4349;1477;false;iPhone, Others, Non
France;11/26/1982;Public;Doctorate;Separated; Male;24;4126;721;false;Others, Seat, Basketball
Spain;7/1/1985;Private;Bachelors;Married; Male;25,5;5334;1707;false;Others, Others, Non
Germany;1/7/1981;Self Employed;High School;Married; Male;21;31595;3419;false;Iphone, Seat, Non
Germany;10/30/1975;Private;Bachelors;Married; Female;39;7586;671;false;Samsung, BMW, Non
Spain;12/3/1981;Private;Bachelors;Married; Male;39,5;9795;1106;false;iPhone, Ford, Football
Spain;12/6/1970;Private;High School;Married; Male;33;15867;913;true;iPhone, Others, Football
Germany;5/24/1976;Public;Doctorate;Separated; Male;25;8885;1668;false;Samsung, Volkswagen, Paddle
Germany;8/5/1975;Self Employed;Bachelors;Married; Male;14;18296;339;false;Samsung, Others, Non
Germany;9/29/1971;Private;Doctorate;Never Married; Male;36;85835;6062;false;Samsung, Others, Football
Italy;12/14/1988;Public;Bachelors;Married; Male;21;9042;1180;true;Iphone, Audi, Non
Spain;11/15/1977;Public;Doctorate;Married; Male;32,5;9094;790;true;Iphone, Others, Non
Spain;6/19/1971;Self Employed;Bachelors;Married; Female;17;8471;1756;false;Samsung, Honda, Non
Germany;11/12/1977;Private;Masters;Married; Male;37,5;3066;760;true;iPhone, Ford, Tennis
Spain;1/11/1971;Self Employed;High School;Married; Female;26;20580;6150;true;iPhone, Volkswagen, Non
Spain;1/23/1990;Unknown;Bachelors;Married; Male;40;5353;973;true;Others, Honda, Paddle
Italy;11/27/1972;Unknown;Bachelors;Married; Male;38;57417;6332;true;iPhone, Audi, Non
Spain;2/14/1973;Self Employed;Doctorate;Separated; Male;16,5;14863;1958;false;Samsung, BMW, Basketball
Germany;12/26/1979;Private;Bachelors;Separated; Male;30;3295;1751;false;Iphone, BMW, Non
France;11/13/1974;Unknown;Masters;Married; Male;29,5;28271;3256;true;Samsung, Volkswagen, Tennis
France;8/27/1986;Private;Doctorate;Separated; Male;28,5;4810;1630;false;iPhone, Others, Non
Portugal;6/5/1983;Public;Bachelors;Married; Male;37;9698;1352;false;iPhone, Others, Non
Spain;1/1/1980;Unknown;Bachelors;Married; Male;24,5;7366;1082;false;iPhone, Others, Football
Italy;12/28/1972;Private;Masters;Married; Female;22;5744;1966;true;iPhone, Ford, Football
Portugal;9/6/1985;Unknown;Masters;Married; Male;39;4415;1768;true;Samsung, BMW, Paddle
Germany;9/16/1986;Private;High School;Married; Male;7;3471;500;true;iPhone, Audi, Football
Portugal;10/9/1982;Self Employed;Bachelors;Married; Male;26,5;9894;1209;false;Samsung, Others, Paddle
Portugal;4/23/1978;Private;Bachelors;Married; Female;23,5;7096;1307;true;Iphone, Honda, Non
Spain;11/9/1987;Private;High School;Married; Male;6;7775;491;true;Samsung, Others, Tennis
Italy;10/23/1979;Self Employed;High School;Married; Male;27;7429;1001;false;iPhone, Others, Non
Spain;9/28/1981;Unknown;Bachelors;Separated; Male;39,5;33924;6699;true;iPhone, Others, Basketball
Portugal;10/29/1980;Self Employed;High School;Married; Male;15,5;18037;457;true;Samsung, Ford, Basketball
France;2/8/1971;Private;High School;Married; Female;23;8848;1329;false;Iphone, Seat, Non
Portugal;11/17/1971;Public;Bachelors;Married; Male;35,5;11750;937;false;Others, Seat, Football
Spain;3/19/1978;Private;Bachelors;Married; Male;18,5;38088;2426;false;Others, Audi, Basketball
France;8/6/1981;Unknown;High School;Married; Male;16,5;7813;625;false;Iphone, Others, Paddle
Germany;8/4/1977;Private;High School;Separated; Male;29;4522;1187;false;Samsung, Others, Football
France;5/22/1970;Self Employed;High School;Married; Male;26,5;8155;1960;false;Samsung, Seat, Non
Spain;9/7/1971;Unknown;Bachelors;Married; Male;25,5;4163;501;true;iPhone, Others, Non
Germany;5/12/1989;Private;Bachelors;Married; Male;30;8303;1461;false;iPhone, Honda, Non
France;2/23/1983;Unknown;High School;Divorced; Male;5,5;6948;488;true;Samsung, Others, Tennis
Portugal;10/18/1988;Private;Bachelors;Married; Male;18;3816;1334;true;Others, Ford, Football
Portugal;4/29/1975;Unknown;Bachelors;Married; Male;35,5;5435;1763;true;Samsung, Others, Football
Portugal;5/11/1988;Public;Bachelors;Married; Female;24;4180;687;false;Others, Others, Football
Germany;6/6/1974;Self Employed;Masters;Married; Male;32,5;5828;1484;false;iPhone, Others, Non
Germany;8/17/1985;Self Employed;Bachelors;Married; Female;37,5;8012;1167;false;iPhone, Ford, Non
France;4/12/1990;Public;Bachelors;Never Married; Male;24,5;3371;1242;true;iPhone, Volkswagen, Non
Spain;3/26/1989;Private;Masters;Married; Male;34,5;68570;3643;false;iPhone, Others, Non
Italy;7/12/1970;Public;High School;Never Married; Male;30;3546;1039;true;Others, Ford, Non
Spain;9/12/1989;Self Employed;Bachelors;Married; Female;22,5;4174;902;false;Samsung, Others, Non
France;1/4/1974;Private;High School;Separated; Male;22;6030;1092;false;iPhone, Others, Non
France;5/9/1977;Public;Doctorate;Married; Male;35,5;6770;891;false;iPhone, Volkswagen, Paddle
Portugal;5/17/1979;Public;Bachelors;Married; Female;35,5;78397;6166;true;iPhone, Others, Non
Spain;12/19/1975;Private;High School;Married; Male;21,5;16736;585;false;iPhone, Volkswagen, Paddle
Spain;9/26/1990;Public;Bachelors;Never Married; Female;21,5;9211;598;false;Samsung, Ford, Basketball
Portugal;2/3/1977;Public;Doctorate;Never Married; Male;26;8950;1077;true;iPhone, Honda, Non
Spain;12/25/1976;Self Employed;Bachelors;Divorced; Female;7,5;10804;464;false;Others, BMW, Football
France;10/22/1984;Private;Bachelors;Married; Male;24,5;10745;1677;false;iPhone, Audi, Non
Germany;1/14/1984;Unknown;Bachelors;Married; Male;23,5;15715;987;true;iPhone, Honda, Non
Spain;4/27/1978;Unknown;Bachelors;Married; Female;23;9195;518;false;iPhone, Seat, Non
Spain;8/24/1990;Public;Bachelors;Never Married; Female;34,5;9515;693;false;iPhone, Others, Non
Germany;8/25/1971;Public;Doctorate;Married; Male;8,5;9153;475;true;Samsung, Others, Non
Spain;3/3/1979;Private;Doctorate;Never Married; Female;15,5;3985;481;false;iPhone, Volkswagen, Paddle
Spain;10/24/1986;Unknown;Bachelors;Never Married; Male;25,5;7662;1778;false;Others, Seat, Football
Germany;6/14/1976;Private;Bachelors;Separated; Male;22;8325;870;false;iPhone, Others, Non
Portugal;5/16/1976;Private;Bachelors;Married; Male;17,5;7810;1726;false;Samsung, Others, Non
France;11/8/1981;Self Employed;Masters;Never Married; Male;35,5;37528;6653;true;Others, Others, Non
Germany;3/6/1974;Self Employed;Bachelors;Divorced; Female;16,5;7564;933;true;iPhone, Honda, Non
Spain;8/9/1989;Self Employed;High School;Married; Female;38;3308;1937;false;iPhone, Volkswagen, Paddle
Italy;4/25/1974;Private;Bachelors;Divorced; Female;22,5;9565;1067;false;iPhone, Seat, Non
Spain;11/16/1980;Unknown;High School;Married; Female;21;9862;1495;false;iPhone, Seat, Non
France;9/1/1980;Private;Bachelors;Married; Male;25;23284;5348;true;iPhone, BMW, Football
France;2/25/1987;Private;Doctorate;Separated; Male;31,5;7337;553;false;Samsung, Others, Tennis
Germany;12/7/1972;Private;Masters;Married; Male;18;5161;1315;true;Samsung, Audi, Paddle
Spain;7/24/1971;Unknown;Bachelors;Divorced; Male;32;4656;1741;false;Samsung, Honda, Non
France;12/11/1977;Public;High School;Separated; Male;28;3334;1718;false;Others, Honda, Basketball
Italy;8/9/1980;Public;Doctorate;Married; Female;23;3215;1546;false;Others, BMW, Non
Spain;10/17/1978;Unknown;High School;Married; Male;37,5;3747;1667;false;Others, Ford, Non
Germany;9/22/1979;Self Employed;Masters;Married; Male;4,5;4039;315;true;Samsung, Others, Non
Germany;3/3/1971;Self Employed;Bachelors;Married; Male;31;26998;2435;false;Iphone, Audi, Paddle
Spain;2/9/1988;Public;High School;Married; Male;37,5;3935;1100;false;Samsung, Honda, Non
Germany;6/7/1981;Self Employed;Bachelors;Married; Male;34,5;9749;1991;false;Samsung, Others, Non
Portugal;12/6/1990;Self Employed;Doctorate;Married; Male;38;8051;1108;true;Others, Honda, Football
France;11/29/1973;Unknown;Masters;Divorced; Female;25,5;4192;1616;false;Samsung, Others, Football
Italy;10/11/1981;Self Employed;Doctorate;Divorced; Female;25,5;19655;1113;false;Samsung, Volkswagen, Basketball
Germany;11/20/1975;Unknown;Bachelors;Married; Male;27;5375;649;true;Samsung, Others, Non
Germany;2/9/1990;Self Employed;Masters;Married; Male;26;31810;4715;true;Iphone, Others, Football
Spain;4/30/1978;Public;Bachelors;Never Married; Female;22,5;5610;1270;false;iPhone, Others, Basketball
Portugal;12/30/1982;Self Employed;Bachelors;Married; Female;34,5;6019;948;true;Samsung, Others, Basketball
Germany;4/3/1981;Private;Doctorate;Married; Male;39;22869;2628;false;Others, Others, Non
Italy;3/8/1983;Unknown;Doctorate;Separated; Male;26;5695;1568;true;Samsung, Others, Non
France;8/9/1973;Self Employed;High School;Married; Male;17,5;7923;565;false;iPhone, Others, Non
Portugal;3/3/1986;Public;Masters;Married; Male;23;36557;5440;true;Others, BMW, Tennis
France;6/5/1971;Public;Bachelors;Separated; Male;28;29002;2376;true;Iphone, Others, Non
France;10/8/1979;Unknown;Doctorate;Married; Female;23;3821;1150;false;iPhone, Honda, Non
Portugal;4/8/1981;Public;Bachelors;Married; Male;31;4965;677;false;Others, Audi, Football
France;8/15/1986;Self Employed;High School;Married; Male;34,5;8248;1244;false;Iphone, Others, Tennis
Germany;10/12/1976;Self Employed;High School;Divorced; Male;32;8818;878;true;Samsung, Audi, Non
Germany;11/11/1988;Unknown;Bachelors;Never Married; Female;34;4922;1525;false;Samsung, Volkswagen, Basketball
Spain;4/25/1978;Public;Bachelors;Married; Male;25;17089;1695;false;Others, Others, Non
France;9/26/1972;Public;Masters;Never Married; Male;39;8069;798;false;Iphone, Others, Football
Germany;5/9/1981;Self Employed;High School;Divorced; Female;40;3126;1219;false;Iphone, Others, Basketball
Spain;7/30/1982;Public;Masters;Separated; Male;28;6047;888;true;iPhone, Others, Non
Portugal;11/11/1982;Public;Masters;Married; Male;9;6291;427;false;iPhone, Others, Basketball
Portugal;5/19/1987;Private;High School;Separated; Female;20;4183;1199;false;iPhone, Audi, Basketball
Spain;2/25/1979;Public;Bachelors;Married; Female;33;5106;1926;false;iPhone, Audi, Non
Germany;10/4/1971;Public;Bachelors;Married; Male;17,5;17507;916;true;Others, Ford, Football
Portugal;7/7/1976;Self Employed;Bachelors;Never Married; Male;37;9566;1857;true;Iphone, Ford, Non
Spain;10/9/1971;Public;Bachelors;Married; Male;30,5;56005;6101;false;Others, Others, Non
Germany;12/4/1977;Unknown;Doctorate;Married; Male;27;21754;2904;false;iPhone, Others, Non
Germany;11/14/1986;Self Employed;High School;Married; Female;5,5;9651;300;true;Samsung, Others, Non
Germany;4/24/1986;Self Employed;Masters;Married; Female;40;6934;878;false;Samsung, Others, Paddle
Portugal;8/12/1983;Public;High School;Married; Male;39;5173;1962;false;iPhone, Others, Basketball
Portugal;8/30/1979;Self Employed;High School;Never Married; Male;35;84982;6571;false;Iphone, Seat, Tennis
Germany;5/20/1984;Self Employed;High School;Separated; Male;25,5;4159;1858;false;iPhone, Others, Football
Germany;11/8/1970;Self Employed;Bachelors;Married; Female;29;9577;852;true;iPhone, Others, Non
France;1/18/1982;Public;High School;Married; Female;31,5;23496;2563;false;Iphone, Seat, Football
Spain;8/15/1970;Public;High School;Married; Male;16,5;3932;1793;true;Samsung, Others, Paddle
Portugal;3/9/1978;Public;Masters;Married; Male;28,5;4669;1992;false;Samsung, Seat, Basketball
Italy;2/15/1989;Self Employed;Bachelors;Never Married; Male;39,5;74725;6643;false;iPhone, Others, Basketball
Portugal;12/10/1971;Unknown;Bachelors;Married; Female;19;31407;3031;true;Others, Volkswagen, Football
Portugal;5/16/1979;Public;Bachelors;Married; Male;37;9327;1884;false;iPhone, Others, Non
Portugal;11/13/1975;Unknown;High School;Married; Female;26;8979;859;true;iPhone, Others, Non
Germany;3/8/1986;Public;Doctorate;Married; Male;39,5;9167;1558;false;iPhone, Honda, Basketball
Spain;8/3/1970;Public;Masters;Married; Male;37;3491;705;true;Others, BMW, Non
France;3/29/1984;Public;High School;Married; Male;14,5;3219;381;true;Samsung, Audi, Non
France;7/27/1979;Unknown;Bachelors;Never Married; Male;16,5;7882;1873;false;iPhone, Others, Non
Spain;11/29/1987;Unknown;Bachelors;Never Married; Male;30,5;5877;1592;true;Iphone, Seat, Non
Spain;4/7/1988;Private;Bachelors;Married; Female;24;95061;4794;true;Samsung, Others, Non
France;4/9/1972;Private;Bachelors;Married; Female;23,5;7563;1711;false;iPhone, Ford, Non
France;3/24/1980;Public;Bachelors;Married; Male;35,5;3540;960;true;iPhone, Ford, Non
Spain;9/1/1970;Public;Bachelors;Married; Male;37;9747;560;false;iPhone, Ford, Basketball
France;8/4/1982;Self Employed;Masters;Married; Female;10,5;8562;408;true;Samsung, Others, Tennis
Germany;11/27/1974;Public;Bachelors;Separated; Male;38,5;6295;1389;false;iPhone, Honda, Football
France;7/28/1978;Unknown;Masters;Married; Male;13,5;9176;445;false;Samsung, Audi, Non
Germany;2/16/1977;Unknown;Bachelors;Married; Female;33;33625;3130;false;iPhone, Others, Basketball
Germany;3/25/1979;Public;High School;Married; Female;28;5600;657;true;Samsung, Ford, Non
Germany;11/12/1988;Public;Bachelors;Separated; Female;9;7254;394;false;Iphone, Seat, Non
France;7/28/1986;Self Employed;Bachelors;Married; Male;25;5496;1645;false;Samsung, Others, Football
Portugal;1/16/1980;Unknown;Bachelors;Married; Male;35;4254;1071;true;Others, Honda, Football
Spain;9/20/1982;Self Employed;Doctorate;Separated; Female;29,5;6210;1663;false;iPhone, Ford, Tennis
Germany;9/20/1976;Self Employed;Bachelors;Married; Male;37;8355;1866;false;Samsung, Seat, Paddle
Italy;4/19/1970;Private;High School;Divorced; Female;16,5;7894;1367;false;iPhone, Others, Football
France;12/12/1973;Public;High School;Married; Male;22,5;3763;562;true;Samsung, Volkswagen, Football
Germany;4/10/1979;Unknown;Bachelors;Married; Male;25,5;6092;737;true;Others, Others, Football
Italy;11/27/1984;Public;Doctorate;Married; Male;37,5;5176;1468;true;Iphone, Honda, Non
Germany;5/23/1984;Unknown;Bachelors;Married; Male;24,5;8853;1983;false;Samsung, Others, Basketball
Italy;8/9/1982;Self Employed;Bachelors;Married; Male;22;3575;648;true;iPhone, Others, Tennis
Italy;4/5/1981;Private;High School;Never Married; Male;10;4452;341;false;Others, Volkswagen, Paddle
France;11/23/1976;Unknown;High School;Married; Male;7;7980;431;false;iPhone, Others, Non
France;1/21/1973;Unknown;Bachelors;Married; Female;22;23262;5734;true;iPhone, Others, Tennis
Germany;4/2/1976;Self Employed;Bachelors;Married; Female;37,5;8551;1947;false;Iphone, Audi, Non
Germany;5/21/1981;Public;Doctorate;Married; Male;27;89728;2228;true;Samsung, Others, Non
Germany;8/22/1974;Public;High School;Married; Male;19;14909;1599;false;iPhone, Others, Non
Spain;11/4/1990;Self Employed;Bachelors;Married; Male;16,5;9620;944;false;iPhone, Ford, Tennis
Germany;12/31/1972;Unknown;Bachelors;Divorced; Male;28,5;8752;1065;false;iPhone, Others, Non
Spain;11/11/1984;Self Employed;Masters;Married; Female;33,5;7537;1930;true;Iphone, Volkswagen, Basketball
Italy;10/29/1976;Self Employed;High School;Married; Male;23;13572;1566;true;Samsung, Honda, Tennis
Germany;3/22/1979;Private;Bachelors;Married; Female;31,5;5538;786;true;iPhone, Volkswagen, Non
Spain;1/29/1991;Private;Bachelors;Divorced; Female;10,5;10542;376;true;iPhone, Volkswagen, Basketball
France;12/8/1981;Unknown;High School;Married; Female;37;31106;5470;false;Samsung, Honda, Basketball
Portugal;1/29/1973;Self Employed;Masters;Married; Male;29,5;3136;571;true;Samsung, Others, Non
Germany;8/7/1989;Public;High School;Divorced; Male;35;6765;1557;true;Samsung, Others, Non
France;3/31/1987;Self Employed;Doctorate;Married; Male;28,5;6104;1214;true;Samsung, Others, Paddle
Italy;5/6/1973;Unknown;Doctorate;Married; Female;21,5;60519;5693;true;Samsung, Seat, Non
Germany;6/29/1981;Self Employed;Bachelors;Married; Female;26,5;5483;666;true;iPhone, Others, Paddle
France;12/3/1990;Public;Bachelors;Married; Male;16,5;4154;666;false;iPhone, Others, Non
Spain;6/27/1981;Private;High School;Married; Female;14,5;7138;354;false;Samsung, Others, Non
Portugal;4/25/1981;Public;Masters;Married; Female;30;3830;651;false;Others, Audi, Non
Portugal;6/23/1980;Private;Bachelors;Divorced; Male;21;52700;2918;false;Samsung, Volkswagen, Basketball
France;2/12/1972;Public;Bachelors;Married; Female;16,5;8768;1160;false;Others, Others, Non
France;1/19/1982;Public;Doctorate;Divorced; Male;18;3781;1757;false;Others, Honda, Football
France;11/25/1973;Self Employed;High School;Never Married; Male;37;54455;5377;false;iPhone, Seat, Basketball
Germany;6/22/1989;Public;Doctorate;Never Married; Male;19;4373;818;false;Samsung, Others, Non
Germany;6/4/1983;Public;Bachelors;Married; Male;23,5;5477;794;false;Others, Others, Tennis
Germany;8/31/1976;Unknown;Doctorate;Separated; Female;7,5;4778;329;true;Samsung, Honda, Non
Germany;2/18/1987;Self Employed;Bachelors;Married; Female;19;5904;1676;false;Iphone, Honda, Paddle
Italy;7/20/1973;Unknown;Bachelors;Married; Male;25,5;6433;535;true;iPhone, Seat, Non
Germany;11/8/1988;Unknown;Masters;Married; Female;13,5;4929;362;true;iPhone, BMW, Football
Portugal;10/28/1984;Public;Bachelors;Never Married; Male;40;37793;4317;true;Others, BMW, Basketball
Portugal;6/25/1976;Private;Masters;Married; Male;18,5;9231;794;true;Others, Others, Basketball
Portugal;12/8/1980;Unknown;Masters;Married; Female;19,5;5749;1084;false;Iphone, Others, Basketball
Germany;5/3/1985;Private;Bachelors;Married; Male;40;23180;2105;false;Iphone, Others, Non
France;8/8/1973;Unknown;Doctorate;Married; Male;17;15129;1382;false;Iphone, Others, Basketball
France;6/8/1988;Private;Bachelors;Married; Female;27;7052;689;false;Iphone, Honda, Football
Germany;11/24/1986;Public;Masters;Married; Male;19;3471;1230;false;iPhone, Others, Non
Portugal;12/4/1970;Public;Bachelors;Never Married; Male;16,5;5560;1186;true;Iphone, Volkswagen, Non
Germany;4/3/1981;Private;Bachelors;Married; Male;40;8422;584;true;iPhone, Audi, Basketball
France;10/10/1976;Private;Bachelors;Married; Male;29,5;5550;636;true;Iphone, Ford, Basketball
